entry_time,exit_time,dir,pnl,result,exit_type,month,pair
2025-08-19 12:00:00+00:00,2025-08-19 19:05:00+00:00,1,-47.95374999999922,loss,SL,2025-08,GBPJPY
2025-08-20 01:00:00+00:00,2025-08-20 05:24:00+00:00,-1,61.08874999999898,win,HALF+TP,2025-08,GBPJPY
2025-08-20 12:00:00+00:00,2025-08-20 15:05:00+00:00,-1,75.73312500000782,win,HALF+TP,2025-08,GBPJPY
2025-08-20 17:00:00+00:00,2025-08-21 12:35:00+00:00,-1,-57.224642857138974,loss,SL,2025-08,GBPJPY
2025-08-21 15:00:00+00:00,2025-08-21 17:23:00+00:00,-1,24.05857142857144,win,HALF+SL,2025-08,GBPJPY
2025-08-21 18:00:00+00:00,2025-08-22 17:09:00+00:00,1,50.2098214285752,win,HALF+SL,2025-08,GBPJPY
2025-08-22 18:00:00+00:00,2025-09-01 18:01:00+00:00,-1,-98.13321428571555,loss,SL,2025-08,GBPJPY
2025-09-01 22:00:00+00:00,2025-09-02 00:00:00+00:00,1,-8.132321428570322,loss,SL,2025-09,GBPJPY
2025-09-02 04:00:00+00:00,2025-09-02 09:04:00+00:00,1,88.37625000000457,win,HALF+TP,2025-09,GBPJPY
2025-09-02 14:00:00+00:00,2025-09-03 01:46:00+00:00,-1,33.90071428572128,win,HALF+SL,2025-09,GBPJPY
2025-09-03 02:00:00+00:00,2025-09-03 07:31:00+00:00,1,16.99464285714498,win,HALF+SL,2025-09,GBPJPY
2025-09-03 10:00:00+00:00,2025-09-03 15:55:00+00:00,1,114.66062500000191,win,HALF+TP,2025-09,GBPJPY
2025-09-03 17:00:00+00:00,2025-09-04 11:21:00+00:00,-1,29.144642857147574,win,HALF+SL,2025-09,GBPJPY
2025-09-04 12:00:00+00:00,2025-09-05 17:45:00+00:00,1,-72.23517857142951,loss,SL,2025-09,GBPJPY
2025-09-05 18:00:00+00:00,2025-09-08 00:00:00+00:00,-1,-52.76767857142488,loss,SL,2025-09,GBPJPY
2025-09-08 02:00:00+00:00,2025-09-08 10:20:00+00:00,1,-59.723214285713766,loss,SL,2025-09,GBPJPY
2025-09-08 12:00:00+00:00,2025-09-09 08:23:00+00:00,1,21.547321428576538,win,HALF+SL,2025-09,GBPJPY
2025-09-09 12:00:00+00:00,2025-09-11 13:57:00+00:00,-1,-95.30928571428205,loss,SL,2025-09,GBPJPY
2025-09-11 14:00:00+00:00,2025-09-11 15:35:00+00:00,1,-33.63178571428307,loss,SL,2025-09,GBPJPY
2025-09-11 20:00:00+00:00,2025-09-12 10:55:00+00:00,1,50.43687499998839,win,HALF+TP,2025-09,GBPJPY
2025-09-12 12:00:00+00:00,2025-09-16 07:24:00+00:00,1,51.75375000000315,win,HALF+SL,2025-09,GBPJPY
2025-09-16 09:00:00+00:00,2025-09-16 13:36:00+00:00,1,44.485000000005925,win,HALF+TP,2025-09,GBPJPY
2025-09-16 15:00:00+00:00,2025-09-16 16:41:00+00:00,1,16.30982142857249,win,HALF+SL,2025-09,GBPJPY
2025-09-16 17:00:00+00:00,2025-09-17 12:55:00+00:00,-1,105.15937500001087,win,HALF+TP,2025-09,GBPJPY
2025-09-17 18:00:00+00:00,2025-09-17 21:00:00+00:00,-1,8.400357142861026,win,HALF+SL,2025-09,GBPJPY
2025-09-18 00:00:00+00:00,2025-09-19 06:36:00+00:00,1,70.27482142857195,win,HALF+SL,2025-09,GBPJPY
2025-09-19 07:00:00+00:00,2025-09-24 17:57:00+00:00,-1,45.64482142857571,win,HALF+SL,2025-09,GBPJPY
2025-09-24 18:00:00+00:00,2025-09-25 15:09:00+00:00,1,-36.98767857142684,loss,SL,2025-09,GBPJPY
2025-09-25 20:00:00+00:00,2025-09-29 10:36:00+00:00,1,24.416964285717313,win,HALF+SL,2025-09,GBPJPY
2025-09-29 11:00:00+00:00,2025-09-30 09:59:00+00:00,-1,105.40250000000526,win,HALF+TP,2025-09,GBPJPY
2025-09-30 12:00:00+00:00,2025-10-01 03:44:00+00:00,-1,-38.78535714285647,loss,SL,2025-09,GBPJPY
2025-10-01 08:00:00+00:00,2025-10-03 17:57:00+00:00,-1,60.57196428571956,win,HALF+SL,2025-10,GBPJPY
2025-10-03 18:00:00+00:00,2025-10-06 00:00:00+00:00,1,183.4518750000086,win,HALF+TP,2025-10,GBPJPY
2025-10-06 08:00:00+00:00,2025-10-06 10:01:00+00:00,1,-59.82839285714192,loss,SL,2025-10,GBPJPY
2025-10-06 11:00:00+00:00,2025-10-06 14:02:00+00:00,1,22.10499999999911,win,HALF+SL,2025-10,GBPJPY
2025-10-06 15:00:00+00:00,2025-10-06 15:01:00+00:00,1,-27.741428571428628,loss,SL,2025-10,GBPJPY
2025-10-06 17:00:00+00:00,2025-10-07 19:41:00+00:00,1,225.04812500000924,win,HALF+TP,2025-10,GBPJPY
2025-10-07 20:00:00+00:00,2025-10-09 19:56:00+00:00,1,140.17928571428797,win,HALF+SL,2025-10,GBPJPY
2025-10-09 21:00:00+00:00,2025-10-10 06:50:00+00:00,1,-28.766428571427127,loss,SL,2025-10,GBPJPY
2025-10-10 08:00:00+00:00,2025-10-10 10:56:00+00:00,-1,52.61982142857278,win,HALF+SL,2025-10,GBPJPY
2025-10-10 12:00:00+00:00,2025-10-13 10:28:00+00:00,-1,54.80553571429141,win,HALF+SL,2025-10,GBPJPY
2025-10-13 12:00:00+00:00,2025-10-13 16:19:00+00:00,-1,24.897678571429083,win,HALF+SL,2025-10,GBPJPY
2025-10-13 19:00:00+00:00,2025-10-14 02:50:00+00:00,-1,-25.22249999999815,loss,SL,2025-10,GBPJPY
2025-10-14 08:00:00+00:00,2025-10-16 08:22:00+00:00,-1,82.65875000000449,win,HALF+SL,2025-10,GBPJPY
2025-10-16 10:00:00+00:00,2025-10-16 12:04:00+00:00,1,71.46312500000533,win,HALF+TP,2025-10,GBPJPY
2025-10-16 15:00:00+00:00,2025-10-16 15:15:00+00:00,1,-30.75714285714355,loss,SL,2025-10,GBPJPY
2025-10-16 16:00:00+00:00,2025-10-16 17:04:00+00:00,-1,71.31375000001015,win,HALF+TP,2025-10,GBPJPY
2025-10-16 20:00:00+00:00,2025-10-23 09:29:00+00:00,-1,-160.68642857142663,loss,SL,2025-10,GBPJPY
2025-10-23 12:00:00+00:00,2025-10-28 08:21:00+00:00,1,-81.17124999999987,loss,SL,2025-10,GBPJPY
2025-10-28 10:00:00+00:00,2025-10-28 10:06:00+00:00,-1,-24.541071428572536,loss,SL,2025-10,GBPJPY
2025-10-28 15:00:00+00:00,2025-10-28 16:18:00+00:00,-1,39.762500000006185,win,HALF+TP,2025-10,GBPJPY
2025-10-28 21:00:00+00:00,2025-10-29 03:01:00+00:00,-1,89.73437500000614,win,HALF+TP,2025-10,GBPJPY
2025-10-29 14:00:00+00:00,2025-10-29 16:36:00+00:00,-1,70.68937500000061,win,HALF+TP,2025-10,GBPJPY
2025-10-30 00:00:00+00:00,2025-10-30 01:31:00+00:00,-1,17.305535714288567,win,HALF+SL,2025-10,GBPJPY
2025-10-30 12:00:00+00:00,2025-10-31 04:12:00+00:00,1,-79.74071428571392,loss,SL,2025-10,GBPJPY
2025-10-31 10:00:00+00:00,2025-10-31 14:38:00+00:00,1,-39.541428571425286,loss,SL,2025-10,GBPJPY
2025-10-31 16:00:00+00:00,2025-11-05 02:58:00+00:00,-1,346.27125000000945,win,HALF+TP,2025-10,GBPJPY
2025-11-05 03:00:00+00:00,2025-11-05 08:41:00+00:00,-1,-74.21214285713802,loss,SL,2025-11,GBPJPY
2025-11-05 10:00:00+00:00,2025-11-05 10:09:00+00:00,-1,-30.330892857139702,loss,SL,2025-11,GBPJPY
2025-11-05 13:00:00+00:00,2025-11-05 14:47:00+00:00,-1,-43.78124999999784,loss,SL,2025-11,GBPJPY
2025-11-05 19:00:00+00:00,2025-11-05 22:02:00+00:00,-1,16.252321428572714,win,HALF+SL,2025-11,GBPJPY
2025-11-06 01:00:00+00:00,2025-11-06 03:24:00+00:00,-1,13.01303571428889,win,HALF+SL,2025-11,GBPJPY
2025-11-06 04:00:00+00:00,2025-11-06 14:25:00+00:00,-1,24.775535714289276,win,HALF+SL,2025-11,GBPJPY
2025-11-07 01:00:00+00:00,2025-11-07 02:03:00+00:00,-1,10.656785714289185,win,HALF+SL,2025-11,GBPJPY
2025-11-07 07:00:00+00:00,2025-11-07 08:04:00+00:00,1,57.32874999999353,win,HALF+TP,2025-11,GBPJPY
2025-11-07 11:00:00+00:00,2025-11-07 15:30:00+00:00,-1,25.22142857143308,win,HALF+SL,2025-11,GBPJPY
2025-11-07 19:00:00+00:00,2025-11-07 21:40:00+00:00,1,76.69562500000211,win,HALF+TP,2025-11,GBPJPY
2025-11-10 05:00:00+00:00,2025-11-10 10:21:00+00:00,1,63.84812500000976,win,HALF+TP,2025-11,GBPJPY
2025-11-10 12:00:00+00:00,2025-11-14 03:28:00+00:00,1,90.48571428571677,win,HALF+SL,2025-11,GBPJPY
2025-11-14 06:00:00+00:00,2025-11-14 07:00:00+00:00,1,-20.135357142856947,loss,SL,2025-11,GBPJPY
2025-11-14 08:00:00+00:00,2025-11-14 09:24:00+00:00,1,-23.136428571424972,loss,SL,2025-11,GBPJPY
2025-11-14 22:00:00+00:00,2025-11-17 02:16:00+00:00,1,-28.739107142854436,loss,SL,2025-11,GBPJPY
2025-11-17 05:00:00+00:00,2025-11-17 06:32:00+00:00,1,-17.862678571427182,loss,SL,2025-11,GBPJPY
2025-11-17 09:00:00+00:00,2025-11-17 09:21:00+00:00,1,45.49062500000218,win,HALF+TP,2025-11,GBPJPY
2025-11-17 12:00:00+00:00,2025-11-18 06:20:00+00:00,1,51.05875000000424,win,HALF+SL,2025-11,GBPJPY
2025-11-18 11:00:00+00:00,2025-11-18 17:03:00+00:00,1,31.1669642857197,win,HALF+SL,2025-11,GBPJPY
2025-11-18 19:00:00+00:00,2025-11-20 06:58:00+00:00,1,159.73937499999238,win,HALF+TP,2025-11,GBPJPY
2025-11-20 12:00:00+00:00,2025-11-20 15:50:00+00:00,1,112.0162500000049,win,HALF+TP,2025-11,GBPJPY
2025-11-20 16:00:00+00:00,2025-11-21 01:40:00+00:00,1,-74.18892857143078,loss,SL,2025-11,GBPJPY
2025-11-21 04:00:00+00:00,2025-11-21 06:06:00+00:00,1,-36.4773214285691,loss,SL,2025-11,GBPJPY
2025-11-21 08:00:00+00:00,2025-11-21 09:56:00+00:00,-1,120.14625000000478,win,HALF+TP,2025-11,GBPJPY
2025-11-21 15:00:00+00:00,2025-11-21 17:38:00+00:00,1,-75.8887499999986,loss,SL,2025-11,GBPJPY
2025-11-21 20:00:00+00:00,2025-11-24 10:19:00+00:00,-1,-37.533750000000055,loss,SL,2025-11,GBPJPY
2025-11-24 11:00:00+00:00,2025-11-24 11:27:00+00:00,1,-32.2455357142843,loss,SL,2025-11,GBPJPY
2025-11-24 12:00:00+00:00,2025-11-24 15:01:00+00:00,1,73.21187500000974,win,HALF+TP,2025-11,GBPJPY
2025-11-24 16:00:00+00:00,2025-11-25 11:03:00+00:00,1,-63.9971428571414,loss,SL,2025-11,GBPJPY
2025-11-25 15:00:00+00:00,2025-11-26 08:24:00+00:00,1,102.70625000001417,win,HALF+TP,2025-11,GBPJPY
2025-11-26 10:00:00+00:00,2025-11-26 12:33:00+00:00,1,-24.27339285714254,loss,SL,2025-11,GBPJPY
2025-11-26 14:00:00+00:00,2025-11-26 14:08:00+00:00,1,-37.84124999999676,loss,SL,2025-11,GBPJPY
2025-11-26 20:00:00+00:00,2025-11-27 02:01:00+00:00,1,11.362142857143454,win,HALF+SL,2025-11,GBPJPY
2025-11-27 04:00:00+00:00,2025-11-28 11:01:00+00:00,1,-49.78803571428614,loss,SL,2025-11,GBPJPY
2025-11-28 12:00:00+00:00,2025-12-03 11:25:00+00:00,-1,56.02285714285813,win,HALF+SL,2025-11,GBPJPY
2025-12-03 12:00:00+00:00,2025-12-09 18:05:00+00:00,1,286.9025000000107,win,HALF+TP,2025-12,GBPJPY
2025-12-09 20:00:00+00:00,2025-12-11 16:56:00+00:00,1,-71.32464285714093,loss,SL,2025-12,GBPJPY
2025-12-11 18:00:00+00:00,2025-12-15 04:38:00+00:00,1,-61.572500000002606,loss,SL,2025-12,GBPJPY
2025-12-15 11:00:00+00:00,2025-12-15 13:21:00+00:00,-1,-13.542142857141926,loss,SL,2025-12,GBPJPY
2025-12-15 14:00:00+00:00,2025-12-15 14:38:00+00:00,-1,-28.59196428571522,loss,SL,2025-12,GBPJPY
2025-12-15 17:00:00+00:00,2025-12-15 17:59:00+00:00,-1,-26.92178571428485,loss,SL,2025-12,GBPJPY
2025-12-15 19:00:00+00:00,2025-12-16 01:52:00+00:00,-1,50.20750000001328,win,HALF+TP,2025-12,GBPJPY
2025-12-16 02:00:00+00:00,2025-12-16 10:56:00+00:00,-1,23.21089285714777,win,HALF+SL,2025-12,GBPJPY
2025-12-16 15:00:00+00:00,2025-12-16 16:19:00+00:00,-1,-27.186249999996903,loss,SL,2025-12,GBPJPY
2025-12-16 20:00:00+00:00,2025-12-17 15:11:00+00:00,-1,41.88446428571808,win,HALF+SL,2025-12,GBPJPY
2025-12-17 16:00:00+00:00,2025-12-19 08:40:00+00:00,1,217.49687500000618,win,HALF+TP,2025-12,GBPJPY
2025-12-19 09:00:00+00:00,2025-12-19 10:02:00+00:00,1,119.77625000000103,win,HALF+TP,2025-12,GBPJPY
2025-12-19 16:00:00+00:00,2025-12-19 16:13:00+00:00,1,-28.618928571427205,loss,SL,2025-12,GBPJPY
2025-12-19 19:00:00+00:00,2025-12-23 06:00:00+00:00,1,37.442500000003065,win,HALF+SL,2025-12,GBPJPY
2025-12-23 08:00:00+00:00,2025-12-23 08:45:00+00:00,1,9.03410714285826,win,HALF+SL,2025-12,GBPJPY
2025-12-23 09:00:00+00:00,2025-12-23 10:13:00+00:00,1,46.26437500000691,win,HALF+TP,2025-12,GBPJPY
2025-12-23 12:00:00+00:00,2025-12-23 17:42:00+00:00,1,35.5350000000044,win,HALF+SL,2025-12,GBPJPY
2025-12-23 21:00:00+00:00,2025-12-24 03:28:00+00:00,1,18.808571428573373,win,HALF+SL,2025-12,GBPJPY
2025-12-24 05:00:00+00:00,2025-12-24 06:36:00+00:00,1,16.688928571431916,win,HALF+SL,2025-12,GBPJPY
2025-12-24 08:00:00+00:00,2025-12-24 16:44:00+00:00,1,-23.61678571428172,loss,SL,2025-12,GBPJPY
2025-12-24 18:00:00+00:00,2025-12-25 04:21:00+00:00,1,33.69160714285897,win,HALF+SL,2025-12,GBPJPY
2025-12-25 05:00:00+00:00,2025-12-26 01:00:00+00:00,1,31.66607142857174,win,HALF+SL,2025-12,GBPJPY
2025-12-26 07:00:00+00:00,2025-12-26 08:08:00+00:00,1,-18.37428571428461,loss,SL,2025-12,GBPJPY
2025-12-26 09:00:00+00:00,2025-12-26 15:39:00+00:00,1,73.3306250000112,win,HALF+TP,2025-12,GBPJPY
2025-12-26 16:00:00+00:00,2025-12-29 02:00:00+00:00,1,-30.876964285710073,loss,SL,2025-12,GBPJPY
2025-12-29 11:00:00+00:00,2025-12-29 14:15:00+00:00,1,31.773392857147087,win,HALF+SL,2025-12,GBPJPY
2025-12-29 17:00:00+00:00,2025-12-29 17:34:00+00:00,-1,6.428035714284874,win,HALF+SL,2025-12,GBPJPY
2025-12-29 18:00:00+00:00,2025-12-30 02:48:00+00:00,-1,-41.96124999999995,loss,SL,2025-12,GBPJPY
2025-12-30 03:00:00+00:00,2025-12-30 09:43:00+00:00,1,-38.72214285714222,loss,SL,2025-12,GBPJPY
2025-12-30 14:00:00+00:00,2025-12-31 06:58:00+00:00,-1,-28.552142857142826,loss,SL,2025-12,GBPJPY
2025-12-31 09:00:00+00:00,2025-12-31 10:01:00+00:00,-1,6.060535714289017,win,HALF+SL,2025-12,GBPJPY
2025-12-31 11:00:00+00:00,2025-12-31 14:35:00+00:00,-1,-56.40714285714239,loss,SL,2025-12,GBPJPY
2025-12-31 20:00:00+00:00,2026-01-02 12:22:00+00:00,1,27.249642857148615,win,HALF+SL,2025-12,GBPJPY
2026-01-02 16:00:00+00:00,2026-01-05 00:45:00+00:00,1,-32.3496428571417,loss,SL,2026-01,GBPJPY
2026-01-05 02:00:00+00:00,2026-01-05 04:11:00+00:00,1,18.729821428576088,win,HALF+SL,2026-01,GBPJPY
2026-01-05 08:00:00+00:00,2026-01-05 08:51:00+00:00,-1,10.818392857143522,win,HALF+SL,2026-01,GBPJPY
2026-01-05 09:00:00+00:00,2026-01-05 12:00:00+00:00,-1,18.865535714286352,win,HALF+SL,2026-01,GBPJPY
2026-01-05 13:00:00+00:00,2026-01-05 16:00:00+00:00,-1,-20.68749999999966,loss,SL,2026-01,GBPJPY
2026-01-06 01:00:00+00:00,2026-01-06 12:00:00+00:00,1,-34.31482142857192,loss,SL,2026-01,GBPJPY
2026-01-06 20:00:00+00:00,2026-01-07 07:26:00+00:00,1,-45.364464285714234,loss,SL,2026-01,GBPJPY
2026-01-07 08:00:00+00:00,2026-01-09 05:53:00+00:00,-1,53.27660714286253,win,HALF+SL,2026-01,GBPJPY
2026-01-09 08:00:00+00:00,2026-01-09 12:30:00+00:00,1,13.754285714287562,win,HALF+SL,2026-01,GBPJPY
2026-01-09 15:00:00+00:00,2026-01-12 06:03:00+00:00,1,98.32312500001024,win,HALF+TP,2026-01,GBPJPY
2026-01-12 08:00:00+00:00,2026-01-12 09:12:00+00:00,1,8.774107142860998,win,HALF+SL,2026-01,GBPJPY
2026-01-12 11:00:00+00:00,2026-01-12 18:32:00+00:00,1,88.43375000000151,win,HALF+TP,2026-01,GBPJPY
2026-01-13 00:00:00+00:00,2026-01-13 04:41:00+00:00,1,110.02312500000073,win,HALF+TP,2026-01,GBPJPY
2026-01-13 10:00:00+00:00,2026-01-13 12:30:00+00:00,1,20.581250000006435,win,HALF+SL,2026-01,GBPJPY
2026-01-13 14:00:00+00:00,2026-01-13 15:00:00+00:00,1,-18.159107142852804,loss,SL,2026-01,GBPJPY
2026-01-13 19:00:00+00:00,2026-01-13 20:04:00+00:00,1,-21.602142857139484,loss,SL,2026-01,GBPJPY
2026-01-13 21:00:00+00:00,2026-01-14 10:32:00+00:00,1,26.54642857143017,win,HALF+SL,2026-01,GBPJPY
2026-01-14 16:00:00+00:00,2026-01-15 10:40:00+00:00,-1,24.504464285715244,win,HALF+SL,2026-01,GBPJPY
2026-01-15 12:00:00+00:00,2026-01-16 04:40:00+00:00,-1,179.16187500000547,win,HALF+TP,2026-01,GBPJPY
2026-01-16 05:00:00+00:00,2026-01-19 00:00:00+00:00,-1,138.74875000001055,win,HALF+TP,2026-01,GBPJPY
2026-01-19 03:00:00+00:00,2026-01-19 04:45:00+00:00,-1,-35.318928571430774,loss,SL,2026-01,GBPJPY
2026-01-19 09:00:00+00:00,2026-01-19 09:25:00+00:00,-1,-22.147499999996967,loss,SL,2026-01,GBPJPY
2026-01-19 15:00:00+00:00,2026-01-19 17:23:00+00:00,-1,-17.125714285714366,loss,SL,2026-01,GBPJPY
2026-01-19 20:00:00+00:00,2026-01-20 14:25:00+00:00,1,63.19285714286025,win,HALF+SL,2026-01,GBPJPY
2026-01-20 16:00:00+00:00,2026-01-21 04:45:00+00:00,1,22.373750000005543,win,HALF+SL,2026-01,GBPJPY
2026-01-21 06:00:00+00:00,2026-01-21 09:45:00+00:00,1,-22.57285714285615,loss,SL,2026-01,GBPJPY
2026-01-21 12:00:00+00:00,2026-01-21 16:42:00+00:00,-1,-84.05482142856897,loss,SL,2026-01,GBPJPY
2026-01-21 21:00:00+00:00,2026-01-22 05:06:00+00:00,1,60.96125000001109,win,HALF+TP,2026-01,GBPJPY
2026-01-22 08:00:00+00:00,2026-01-22 10:25:00+00:00,1,16.320535714288553,win,HALF+SL,2026-01,GBPJPY
2026-01-22 22:00:00+00:00,2026-01-23 03:49:00+00:00,1,57.275000000004184,win,HALF+TP,2026-01,GBPJPY
2026-01-23 04:00:00+00:00,2026-01-23 09:43:00+00:00,1,60.004642857145996,win,HALF+SL,2026-01,GBPJPY
2026-01-23 15:00:00+00:00,2026-01-23 18:38:00+00:00,1,26.21696428571454,win,HALF+SL,2026-01,GBPJPY
2026-01-23 19:00:00+00:00,2026-01-23 20:23:00+00:00,-1,210.64375000000837,win,HALF+TP,2026-01,GBPJPY
2026-01-26 03:00:00+00:00,2026-01-26 06:15:00+00:00,-1,189.103750000001,win,HALF+TP,2026-01,GBPJPY
2026-01-26 07:00:00+00:00,2026-01-26 11:00:00+00:00,-1,50.2642857142888,win,HALF+SL,2026-01,GBPJPY
2026-01-26 12:00:00+00:00,2026-01-27 01:49:00+00:00,-1,-107.73124999999482,loss,SL,2026-01,GBPJPY
2026-01-27 03:00:00+00:00,2026-01-27 04:59:00+00:00,-1,-29.996964285709282,loss,SL,2026-01,GBPJPY
2026-01-27 08:00:00+00:00,2026-01-27 08:14:00+00:00,-1,-17.896249999998304,loss,SL,2026-01,GBPJPY
2026-01-27 11:00:00+00:00,2026-01-27 11:52:00+00:00,-1,89.12312499999473,win,HALF+TP,2026-01,GBPJPY
2026-01-27 12:00:00+00:00,2026-01-28 20:39:00+00:00,-1,-131.82446428570813,loss,SL,2026-01,GBPJPY
2026-01-28 21:00:00+00:00,2026-01-29 02:02:00+00:00,1,-42.15999999999838,loss,SL,2026-01,GBPJPY
2026-01-29 08:00:00+00:00,2026-01-29 17:17:00+00:00,1,-54.80857142856905,loss,SL,2026-01,GBPJPY
2026-01-29 21:00:00+00:00,2026-01-30 10:04:00+00:00,1,109.28437499999859,win,HALF+TP,2026-01,GBPJPY
2026-01-30 11:00:00+00:00,2026-01-30 17:50:00+00:00,1,32.84803571428654,win,HALF+SL,2026-01,GBPJPY
2026-01-30 19:00:00+00:00,2026-02-02 06:06:00+00:00,1,33.503392857147674,win,HALF+SL,2026-01,GBPJPY
2026-02-02 10:00:00+00:00,2026-02-04 02:33:00+00:00,1,230.42687499998635,win,HALF+TP,2026-02,GBPJPY
2026-02-04 03:00:00+00:00,2026-02-04 10:09:00+00:00,1,145.4893749999968,win,HALF+TP,2026-02,GBPJPY
2026-02-04 21:00:00+00:00,2026-02-05 05:03:00+00:00,1,-35.18660714285602,loss,SL,2026-02,GBPJPY
2026-02-05 08:00:00+00:00,2026-02-05 08:18:00+00:00,1,-22.681785714283365,loss,SL,2026-02,GBPJPY
2026-02-05 12:00:00+00:00,2026-02-06 13:22:00+00:00,-1,84.73107142857259,win,HALF+SL,2026-02,GBPJPY
2026-02-06 14:00:00+00:00,2026-02-09 00:00:00+00:00,1,130.93124999999475,win,HALF+TP,2026-02,GBPJPY
2026-02-09 09:00:00+00:00,2026-02-09 10:08:00+00:00,-1,21.048392857144904,win,HALF+SL,2026-02,GBPJPY
2026-02-09 11:00:00+00:00,2026-02-09 12:45:00+00:00,-1,-30.018571428567498,loss,SL,2026-02,GBPJPY
2026-02-09 21:00:00+00:00,2026-02-10 00:06:00+00:00,1,29.506428571431798,win,HALF+SL,2026-02,GBPJPY
2026-02-10 03:00:00+00:00,2026-02-10 05:44:00+00:00,-1,133.7681250000145,win,HALF+TP,2026-02,GBPJPY
2026-02-10 11:00:00+00:00,2026-02-10 12:04:00+00:00,-1,63.72187500000166,win,HALF+TP,2026-02,GBPJPY
2026-02-10 16:00:00+00:00,2026-02-11 06:21:00+00:00,-1,291.3362499999977,win,HALF+TP,2026-02,GBPJPY
2026-02-11 15:00:00+00:00,2026-02-11 15:30:00+00:00,-1,-19.20035714285291,loss,SL,2026-02,GBPJPY
2026-02-11 19:00:00+00:00,2026-02-12 08:17:00+00:00,-1,85.69982142857668,win,HALF+SL,2026-02,GBPJPY
2026-02-12 16:00:00+00:00,2026-02-12 18:09:00+00:00,-1,139.66437500000097,win,HALF+TP,2026-02,GBPJPY
2026-02-12 20:00:00+00:00,2026-02-24 09:12:00+00:00,-1,-155.2316071428578,loss,SL,2026-02,GBPJPY
2026-02-24 12:00:00+00:00,2026-02-26 19:49:00+00:00,1,153.94696428571706,win,HALF+SL,2026-02,GBPJPY
